,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2521,10.922744755664024,-0.0126454550641565,2.798798865844042,0.048312694377576314,0.03566723934591909,0.9638841324891799,0.19387470185756683,0.9998718750782501,20000,13,0,7.930691242218018,0.0
1,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2860,12.577566380475893,-0.015230897172557142,2.7598246776140654,0.0727603446214627,0.05752944777389833,1.1013297324570326,0.2555420696735382,0.999806777941875,40000,36,1,13.981366157531738,0.0
2,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2800,15.633477261248485,-0.014014193184602146,2.680189144305694,0.18328586287127854,0.16927166842909244,1.5523677540513185,0.348894327878952,1.0023184213118674,60000,63,2,21.42422914505005,0.0
3,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2901,18.227704513459006,-0.010574055541581355,2.58029332619447,0.4435142091356027,0.4329401540940102,2.0796244462713216,0.46165522933006287,1.0002458811570436,80000,96,3,27.57459306716919,0.0
4,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2938,21.39718580989522,-0.009270375103015118,2.48048349129848,1.096459977940107,1.0871896059467243,3.1705331763013813,0.6201518774032593,0.999906831062757,100000,144,4,34.0312020778656,0.0
5,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2937,24.205433444297487,-0.006391572109304178,2.357898534872593,1.9708255517177093,1.9644339731870553,4.536171143253644,0.8827257752418518,0.9990603840503938,120000,211,5,40.85335922241211,0.0
6,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2889,22.301696693793364,-0.005813445680691168,2.2325630117685367,3.5217094532954385,3.515896025376442,6.670598035210218,0.9683149456977844,0.9990931171637315,140000,304,6,48.45864415168762,0.0
7,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2793,22.69263494783597,-0.006153433624869929,2.175319418234703,5.550577574509841,5.544424141064669,10.155003816959185,1.2285816669464111,0.9998219188971397,160000,421,7,57.28410029411316,0.0
8,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2732,27.438969658048,-0.008444277521891471,2.1053957593746673,5.998899239454514,5.990454964148692,14.659315278591254,1.2188423871994019,0.9996678340893526,180000,532,8,65.87731003761292,0.0
9,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2718,47.161058413917736,-0.008329509756862162,2.0010005307503236,7.434826224889511,7.426496693109855,21.725485765628324,2.1974780559539795,0.9998247140493148,200000,611,9,73.58204698562622,0.0
10,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2675,44.48634836059663,-0.00602196542134222,1.9238453013774677,14.099018440491115,14.092996421838418,33.31463844776154,2.0538721084594727,0.9984520157178243,220000,725,10,82.23265409469604,0.0
11,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2651,78.11809362938014,-0.006046913195855152,1.8057963634148622,17.34984582754282,17.343798934496366,53.433140115248854,3.5267868041992188,0.9993038293642875,240000,813,11,90.52792024612427,0.0
12,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2626,98.72292347386866,-0.004850768629545107,1.6902405165708982,24.794638682634403,24.78978774853242,84.50259669010455,4.1246185302734375,1.0002806130128028,260000,906,12,98.99000906944275,0.0
13,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2600,118.55424991651313,-0.0031352775896756123,1.5966121325126061,30.608145178281344,30.605010008200622,121.52073325132713,4.6718597412109375,0.9996824072721677,280000,990,13,107.66416215896606,0.0
14,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-5Env-v0/ppo,2588,144.8678054270365,-0.002440035623760942,1.532114345446611,37.07706005389874,37.07462044862601,170.0735546454405,4.65393590927124,1.0001274936474287,300000,1072,14,115.87674331665039,0.02
