,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,current_q1,current_q2,reward
35,Pendulum-v1,367,-150.02951806722393,36199,181,98.47996616363525,58.551361083984375,9.107623100280762,-61.87908935546875,-60.57711410522461,-60.80486297607422,-2.0723748207092285
36,Pendulum-v1,367,-151.08069430377572,37199,186,101.24816799163818,50.62837219238281,13.470969200134277,-51.534996032714844,-51.8846549987793,-51.907508850097656,-2.143645763397217
37,Pendulum-v1,367,-149.82089169719274,38199,191,103.98417806625366,53.80878448486328,267.8610534667969,-55.28843307495117,-55.66630172729492,-55.79458999633789,-1.877710223197937
38,Pendulum-v1,367,-149.0281844228977,39199,196,106.68087410926819,54.292694091796875,5.809112071990967,-55.91893768310547,-55.82435607910156,-55.80924987792969,-1.846005916595459
39,Pendulum-v1,367,-146.09741485706442,40199,201,109.47441816329956,56.42742919921875,14.332916259765625,-58.092185974121094,-58.40230941772461,-58.536888122558594,-2.065894603729248
40,Pendulum-v1,367,-142.99263074715466,41199,206,112.24890112876892,44.988197326660156,8.22243881225586,-46.02524185180664,-46.72511291503906,-46.51382827758789,-1.8395912647247314
41,Pendulum-v1,366,-141.05970380586547,42199,211,114.98443412780762,49.429107666015625,11.74251937866211,-49.97539520263672,-50.6817741394043,-50.70992660522461,-1.7031980752944946
42,Pendulum-v1,366,-143.52588004839725,43199,216,117.7399640083313,53.25625991821289,6.576946258544922,-55.42457962036133,-54.512001037597656,-54.41120147705078,-1.925264596939087
43,Pendulum-v1,366,-144.0966041605366,44199,221,120.54546284675598,52.11253356933594,8.324185371398926,-52.583648681640625,-53.3816032409668,-53.31709289550781,-2.067789077758789
44,Pendulum-v1,366,-149.86649281341732,45199,226,123.29840803146362,41.598854064941406,7.403752326965332,-43.088096618652344,-43.02819061279297,-42.97138977050781,-1.7547541856765747
45,Pendulum-v1,366,-145.98536409804953,46199,231,126.04633212089539,44.07080078125,10.078227996826172,-45.02347946166992,-45.22385025024414,-45.284446716308594,-1.6966352462768555
46,Pendulum-v1,366,-146.08374594757487,47199,236,128.80390214920044,44.58512878417969,10.421348571777344,-47.380638122558594,-45.89096450805664,-46.1058235168457,-1.5080633163452148
47,Pendulum-v1,366,-148.67631150327284,48199,241,131.57431602478027,48.90389633178711,6.64420223236084,-50.5305061340332,-49.880062103271484,-50.04624938964844,-1.6557499170303345
48,Pendulum-v1,366,-149.7503127094287,49199,246,134.3021640777588,42.06254959106445,6.697815895080566,-42.4599723815918,-43.147430419921875,-43.01320266723633,-1.413583517074585
