,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,2933,9.161687456211284,-0.009617087135736186,2.7876537286318266,0.06982500932704754,0.060207922120454706,1.0553025253308126,0.18763437867164612,1.0001396293823535,20000,14,0,6.818259954452515,0.0
1,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,3010,11.351541760569326,-0.010429960899711706,2.7104137405371054,0.12355582157317072,0.11312586257013325,1.1959322579587117,0.23310673236846924,0.9998750218214133,40000,40,1,13.288087844848633,0.0
2,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,3067,14.453858043183667,-0.015555821870787977,2.6410416217950674,0.1455683758482337,0.13001255332328115,1.3332983772342022,0.33144256472587585,1.0023817039453067,60000,63,2,19.559252977371216,0.0
3,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,3017,17.538359899580893,-0.011914075368370575,2.5528246653385653,0.36250810521917465,0.3505940332278932,1.8265048757577553,0.40889087319374084,1.0005797248620254,80000,90,3,26.509050846099854,0.0
4,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,2993,21.958631318964247,-0.010011857544454054,2.4402820400702647,0.8262504166135421,0.816238557604643,2.676682380758799,0.6089805960655212,1.0000829151807686,100000,129,4,33.40984511375427,0.0
5,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,2904,22.261708522332828,-0.007040172381004175,2.3363280406365026,1.7511585399890557,1.7441183687784734,3.942079986937535,0.7659054398536682,0.9992947804622161,120000,193,5,41.31708097457886,0.0
6,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,2860,24.168541307622558,-0.006638710904353036,2.2488101803339444,3.002318790478584,2.995680078940514,5.5526369370711155,0.9034484624862671,0.9991999753010579,140000,279,6,48.93864297866821,0.0
7,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,2815,27.788594032724156,-0.007213928030493358,2.171682728865208,5.149409489753919,5.142195568940578,10.66444662305025,1.598914623260498,1.0002356525415028,160000,376,7,56.822908878326416,0.0
8,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,2778,39.14343884230469,-0.006835625032321191,2.092224247638996,6.413341525273445,6.406505925838764,19.30893940467101,1.8121728897094727,1.0002311672155673,180000,470,8,64.78788471221924,0.0
9,/Users/haniyeh/Documents/University/Reinforcement Learning/Assignments/A3/assignment3/MetaDrive-Tut-10Env-v0/ppo,2762,51.99856988678871,-0.010294353613892618,2.005407915207056,10.183785104140258,10.1734906850717,31.69701632994872,2.520064353942871,0.9998377812214386,200000,574,9,72.39539384841919,0.0
